0.444601769911504	5878	1436	1102	1835	1505
0.444601769911504	5878	1436	1102	1835	1505
0.40035118525022	6053	1433	1712	1512	1396
0.430856381206265	4950	1009	1476	1124	1341
0.393375944218478	678	159	189	136	194
0.565656565656566	30483	6027	12637	4470	7349
0.354858836374981	10721	2205	3537	1987	2992
0.477042337507454	7962	1756	2685	1979	1542
0.444862829478214	6335	1064	1545	2508	1218
0.518602029312289	4013	685	1392	653	1283
0.476150627615063	730	120	124	358	128
0.480849348205886	8653	1117	3503	2472	1561
0.505402750491159	3896	1021	1124	938	813
0.347248983087133	10509	1492	3537	1897	3583
0.599264705882353	21301	3272	8922	2407	6700
0.408762638420799	1047	124	580	172	171
0.410748279396691	8928	1318	2521	2617	2472
0.51128818061089	1300	122	618	392	168
0.332034454470878	8069	1428	2393	2338	1910
0.567708333333333	203	51	71	34	47
0.546661535501251	48	11	29	6	2
0.650120096076861	5890	1321	2099	1332	1138
0.419758064516129	19543	4764	7101	3387	4291
0.458396788038211	773	139	142	320	172
0.597064220183486	1581	642	559	246	134
0.512288930581614	117	35	39	27	16
0.605790645879733	3129	850	1202	436	641
0.563994743758213	39514	9889	13805	5808	10012
0.536828963795256	4076	1122	1244	879	831
0.543689320388349	3830	1683	920	332	895
0.434651373377603	33596	7577	12208	7185	6626
0.415302173265853	544	50	129	193	172
0.555555555555556	1768	173	204	202	1189
0.487073170731707	3747	797	994	950	1006
0.684931506849315	27	3	7	8	9
0.42336132347412	6895	1568	2099	1390	1838
0.462230592174095	4957	926	1797	708	1526
0.457491780178488	28316	4961	8545	7733	7077
0.348563353744701	11924	3051	2310	3211	3352
0.404046791021182	2485	621	704	414	746
0.463963224429486	48005	13192	13331	9483	11999
0.426721199727335	356	66	70	180	40
0.507190265486726	703	53	138	193	319
0.545003543586109	16026	4173	5104	3657	3092
0.663343905754418	899	127	285	334	153
0.539975399753998	12499	3310	3990	2849	2350
0.585811993001431	43748	10317	13394	7921	12116
0.454507512520868	11772	2936	3806	2483	2547
0.448888888888889	3202	208	1820	358	816
0.550683371298405	3401	1360	1070	215	756
0.46733888645331	9316	2136	3083	2078	2019
0.485137018114259	43166	12509	14353	6680	9624
0.599254426840634	2001	288	614	896	203
0.420190995907231	6484	942	2315	1185	2042
0.346201743462017	4212	948	1356	772	1136
0.628532046864232	5466	2673	1423	280	1090
0.669945355191257	2329	471	682	506	670
0.54885993485342	2463	592	905	557	409
0.421800947867299	3994	916	1211	764	1103
0.595597227884223	2820	505	270	1590	455
0.418102098340119	5188	1175	1534	1651	828
0.456143896523848	9789	2406	3198	2556	1629
0.413305613305613	4007	919	1156	1089	843
0.590710382513661	40	6	15	14	5
0.5	1954	526	741	298	389
0.591537835638731	4997	1147	1687	1078	1085
0.584615384615385	22406	4864	7803	4155	5584
0.39820986478766	17529	4385	5247	1219	6678
0.526610644257703	4795	1096	1506	1522	671
0.36204041073203	3194	672	1253	488	781
0.543321299638989	1377	380	439	304	254
0.53921568627451	1351	121	518	388	324
0.525423728813559	258	81	128	24	25
0.468689018981728	597	95	167	64	271
0.511286843997124	3077	623	1077	615	762
0.349066213921902	3473	680	1068	607	1118
0.413746017296313	1933	540	558	514	321
0.479159115621602	775	145	132	320	178
0.627062706270627	2843	519	889	760	675
0.55661231884058	5367	1296	1777	1361	933
0.515895953757225	2527	954	700	322	551
0.454810495626822	2330	211	752	269	1098
0.421298095608239	5676	1046	1394	2001	1235
0.531435349940688	12430	1511	4554	2853	3512
0.633492103284031	2859	451	910	627	871
0.586238254016369	161	39	38	25	59
0.410284463894967	3186	1226	914	593	453
0.342676767676768	2445	598	536	665	646
0.559480894015862	2292	579	556	733	424
0.363559322033898	2324	410	604	687	623
0.420210832424573	290	85	78	58	69
0.415855517767093	28512	5099	9542	5810	8061
0.58767054067711	8618	1648	2371	3483	1116
0.369124683366169	8714	1654	2674	2208	2178
0.405250205086136	2854	571	559	1035	689
0.437305011616329	13403	2403	4568	2714	3718
0.389773275446213	16309	3350	4846	4114	3999
0.567240031274433	15749	2537	5981	1502	5729
0.554066985645933	2011	478	623	359	551
0.598704191131808	41698	7124	14426	11059	9089
0.405282034561461	2400	302	701	487	910
0.353100950656406	14366	3203	5080	2486	3597
0.405131557444027	14845	3477	4308	4148	2912
0.604010025062657	1454	183	82	128	1061
0.416147635524798	814	185	227	133	269
