0.443893805309734	816	225	124	467
0.443893805309734	816	225	124	467
0.398595258999122	3246	855	573	1818
0.433533734134937	655	186	231	238
0.395645863570392	149	65	10	74
0.566634082763115	1735	828	182	725
0.355905757528476	5159	1445	796	2918
0.476530005941771	2151	509	574	1068
0.443866571018651	2239	889	235	1115
0.51830985915493	814	196	338	280
0.476569037656904	470	136	47	287
0.481576116191501	1950	685	428	837
0.505899705014749	1484	407	394	683
0.346877673224979	2861	1027	319	1515
0.600622700254741	4190	2129	636	1425
0.408477842003854	47	10	5	32
0.409869673451457	2498	869	328	1301
0.509855453350854	250	84	27	139
0.332240213158434	2799	997	582	1220
0.560137457044674	128	50	39	39
0.543879907621247	5	3	1	1
0.6496	4032	1262	1273	1497
0.415359871330921	4246	1382	1363	1501
0.457296849087894	143	63	25	55
0.6	252	16	41	195
0.512620812611429	8	1	3	4
0.606533036377134	662	110	237	315
0.562945368171021	7481	2657	2287	2537
0.53766125676238	1337	607	303	427
0.545706371191136	1790	860	212	718
0.437178322736906	8328	3223	1646	3459
0.415971394517282	275	50	52	173
0.558714748035136	1041	607	53	381
0.48583984375	2881	437	912	1532
0.684931506849315	11	4	0	7
0.423197492163009	3322	1062	732	1528
0.4632507349853	1781	543	788	450
0.457619159427096	14190	3333	2874	7983
0.352747768905589	1625	560	359	706
0.40347551342812	2177	712	469	996
0.463418635170604	13061	3858	2908	6295
0.431787175989086	93	47	17	29
0.503318584070796	208	55	26	127
0.544294826364281	6124	1506	1938	2680
0.661224489795918	304	78	69	157
0.538681948424069	14421	4402	3389	6630
0.588141536499841	12647	3071	6078	3498
0.453655488439908	7456	2615	1796	3045
0.448556624722428	386	74	161	151
0.552961275626424	3397	2412	245	740
0.46777729066199	2967	913	677	1377
0.484574344699606	19266	7642	5217	6407
0.598322460391426	245	74	109	62
0.420645748067303	1460	405	364	691
0.345830740510268	1429	585	189	655
0.627235213204952	53772	3913	22659	27200
0.671766848816029	717	146	189	382
0.553017944535073	9512	3675	1274	4563
0.419915700737619	23259	13270	332	9657
0.595510204081633	137	55	44	38
0.418517360025023	1129	349	245	535
0.456455849666599	4061	1594	599	1868
0.412058212058212	1118	301	210	607
0.58719646799117	46	10	0	36
0.503171247357294	958	341	111	506
0.592758340113914	2104	698	488	918
0.583774675012037	7156	3006	1406	2744
0.399011970359111	816	270	199	347
0.526610644257703	1796	664	283	849
0.364721485411141	669	356	57	256
0.556537102473498	2323	925	514	884
0.538953707188559	359	119	96	144
0.525887573964497	2637	642	1319	676
0.469387755102041	218	15	121	82
0.51150747986191	1327	514	195	618
0.3515625	1154	410	108	636
0.413746017296313	728	122	114	492
0.478592162554427	278	60	76	142
0.630756578947368	812	159	204	449
0.555505004549591	1427	381	585	461
0.515895953757225	1540	277	480	783
0.455393586005831	658	117	184	357
0.421686746987952	1110	516	244	350
0.531237643337288	3159	1294	623	1242
0.6312625250501	1510	174	125	1211
0.588181818181818	63	3	2	58
0.410050983248361	489	231	52	206
0.343497983870968	1310	437	252	621
0.558264610971674	384	95	132	157
0.363636363636364	691	183	169	339
0.419360697420995	492	84	66	342
0.415063350539653	7291	2043	1486	3762
0.592424242424242	2949	1487	599	863
0.368183739608285	3861	1003	615	2243
0.407812073204043	847	352	192	303
0.436960849369608	4243	1359	960	1924
0.389453313981616	3130	1415	272	1443
0.566627588901915	149	16	42	91
0.554066985645933	3348	895	483	1970
0.599919011945738	1900	512	599	789
0.404939876503087	793	277	191	325
0.356851179673321	4127	1562	616	1949
0.405963302752294	4718	1729	868	2121
0.606516290726817	169	59	17	93
0.414785812989406	215	42	16	157
0.470983722576079	7009	2511	1343	3155
0.676783004552352	2267	610	668	989
0.635690235690236	676	171	279	226
0.608530528775928	1312	355	404	553
0.77979274611399	173	79	40	54
0.59697097181321	2915	1047	771	1097
0.585602802994107	685	61	53	571
0.554166666666667	13	4	0	9
0.453514180024661	1323	366	237	720
0.632463027204674	1994	992	487	515
0.471944191689415	7436	2563	1700	3173
0.468245425188375	77	7	0	70
0.551440329218107	2648	1214	501	933
0.657142857142857	206	19	104	83
0.614404207970868	6999	1344	2509	3146
0.592071243895432	143	12	32	99
0.641399416909621	8081	6210	556	1315
0.532032957793846	126	63	4	59
0.482608695652174	579	176	177	226
0.465090709180869	641	202	123	316
0.452674897119342	535	70	199	266
0.377104377104377	1584	504	175	905
0.390923427369897	2510	437	783	1290
0.587136929460581	93	23	10	60
0.614568925772245	15	6	0	9
0.351673610113489	2079	798	256	1025
0.51999171327947	1083	284	356	443
0.55059203444564	198	11	13	174
0.440553745928339	562	168	211	183
0.339085418464193	46	11	11	24
0.673469387755102	52	17	16	19
0.400693568726356	9601	5262	666	3673
0.478938053097345	2701	640	578	1483
0.578875793291024	1313	617	134	562
0.561660561660562	1557	586	206	765
0.394501278772379	2257	751	471	1035
0.552631578947368	1226	483	216	527
0.548115299334812	5258	1529	1150	2579
0.463608140738186	57	6	13	38
0.411471321695761	2158	541	465	1152
0.427244582043344	7334	3088	985	3261
0.37359900373599	1115	440	133	542
0.397999130056546	13	3	7	3
0.571210135430319	2146	738	435	973
0.442575510942304	827	29	428	370
0.670487106017192	3717	1786	638	1293
0.386363636363636	9244	3460	1704	4080
0.547497446373851	22	0	19	3
0.518977032089917	13	3	3	7
0.513281919451585	9942	3852	1969	4121
0.586538461538462	7	2	0	5
0.52144578313253	10514	3875	2244	4395
0.610864745011086	585	188	220	177
0.574509261819187	76	35	0	41
0.449381243476964	1359	473	394	492
0.48125	487	156	52	279
0.497559487492373	85	25	24	36
0.632295719844358	152	61	54	37
0.60886110356075	4661	1479	1085	2097
0.482730706961684	5551	1591	1419	2541
0.566365146760199	734	140	264	330
